review_id,business_id,text,date,sentiment,annotator
3n8UWF32rSphEshwxep69Q,bdth7r1brx9yRU7sYwF9jQ,"We've been coming to Nippon Tei for a few years now and it's pretty much always a great experience. Their hot food is great and the nigiri and sashimi are always solid. Their rolls aren't always on the same level as the rest of the food -
the flavoring in the nigiri always seems really thoughtful and the rice is superb, but the rolled sushi doesn't always match that. I'd go for simpler rolls here or skip them entirely and focus on the parts of their menu that really shine.

They do require proof of vaccination to dine in. They're very, VERY public about it, so there's really no need to angrily flounce out of the restaurant like the dude that was in front of me the last time we dined in...and yet. The FOH folks are super friendly and professional despite the constant stream of flak they must be taking. Overall, definitely recommend.",2022-01-06 19:18:24,pos,cf
WPZmHbeHEHxoH_hbksqWZg,eFiM5r-Nk30749dNKQXkfg,misgendering someone on purpose is just disrespectful. katie i don't even know you but i'm ashamed. do better.,2022-01-18 22:21:14,neg,cf
S3y6ynGVJHI_-sWwZNgjDw,IYzqGs1e28misAwcZvf8yg,"My wife and I were looking for something to do before a wedding, and we figured we would give the aquarium a shot. We've heard good things in the past about the aquarium in Tampa, and we hadn't been to one in a long time!
There were tons of things to see and lots to learn! There were lots of good FL native creatures, lots of red fish/snook/tarpon, which are always fun to see. The Alligators were cool & we learned a lot about jelly fish, Otters, and sting rays!
I loved taking pictures and we were mesmerized by all of the cool animals! We even got to meet/touch Patrick Star!!!
The only downfall is the price. Unless you are getting the year membership and are going to go several times throughout the year, it's expensive. It was almost $80 total just for the two of us to spend not even 2 hours here. I asked if there was a FL Resident discount, and there is not.",2022-01-10 21:57:46,pos,cf
s-R5gDhJuynfdZFK6oI7pQ,9c3KOnWW3eMnBWI1gXp1iw,"Loved it!  We ordered food to go, Hawaiian Pizza, Pepperoni rolls and chicken  tenders.  All were great, we loved the sauces that came with the chicken!  The chicken is ""actual"" nice size pieces of chicken and not some other scary want to be chicken!!  Our order was ready when we got there and the staff was friendly.  

I read through other reviews and its a shame that people are giving poor reviews, someone said that they would rather have Jetts pizza???  Clearly this person does not have a taste for great pizza.  

We are locals and will definitely be going back again.  Give it a try!",2022-01-16 12:53:53,pos,cf
GYc1-3LTOAnubr13iiQHpw,VAy8eQJgiG7KP1Os10qrlA,Cherry at Thorndale cleaners is the best! I've had a few tricky alterations on some shirts and jackets and they have all come out beautifully. Her rates are very fair and everything is always done on time and correctly. You won't be disappointed!,2022-01-08 16:20:30,pos,cf
0AysceshW0XCWQRroSKpxA,Mg0M4dws7mjSfm534qS_Fg,"Can't beat this place!  We moved here 6 years ago and they came highly recommended by a neighbor-  since our move we have registered three vehicles, transferred anything and everything from MD to PA, and so much more.  You can book an appointment or walk-in if they aren't busy.

I have spoken with each employee over my years here, on the phone and in person- super thorough, and super informative.  I trust them with anything and everything for my vehicles and certified documents.  They send reminders, and explain everything 10 times if you need them too.

The only tricky thing about this location is the parking.  We have a large utility van so maneuvering it into the small angled spots was a two person job.  Small price to pay though for their service.",2022-01-05 16:05:59,pos,cf
esXUOBSrTu5C-gkVNADjdA,d-e9OJzjy-_bWs3r6fKIbQ,This place has all around feel good food. It's my third time coming back and the million dollar bacon definitely is a treat. Nice on the inside and sweet staff got the same waitress twice and I absolutely love her. The pancakes are huge and everything is delicious!,2022-01-02 18:58:09,pos,cf
fnvKnScjT-FQQlm6-bUzgg,XQck31fDZh8akpmeBojFng,"This place is really good. 

My wife loved the sausage sandwich. They slice the sausage down with the peppers and onions. It makes the sandwich look a little slender as opposed to serving it intact, but I assure you it had enough. She needed a fork to finish the insides. I tasted and I concur. That's a worthy sandwich. 

I tried the cheeseburger. Just went for a basic single with cheese to see how they did it. It had a decent enough amount of beef. I didn't feel like it skimped. It's on par with the Zac's and Nifty Fifty's level, smash style. I'd keep it in my burger rotation. 

I also tried a Texas Tommy. Great flavor. The bacon crisped nice around the dog. Just the way I like it. 

We all loved the fries. Excellent shoestring style. Dare I say on par with McDonalds. 

Now my son... he's a little picky. And he's recently learned about the Portnoy pizza scale. So he scores everything now. He gave the cheeseburger a 6.6. Said it was good but not the best he's had. But the hot dog was an 8.9 which was excellent. And a 10 on the fries (rookie score). 

He's tough. He's a picky 8 year old. Get on his case not mine. 

Fed the whole family for about $35 bucks too with drinks. No complaints there.",2022-01-09 3:16:52,pos,cf
5FNHDCxLS09kc37jJCF0tw,YJVXMOIKhJjQczWj9YTwrg,"The atmosphere is very nice, the service is great, but after 4 meals at Louie over the last year or so, I am compelled to say that there food is not great. In fact, last night it was just bad.  The chicken dish and the striped bass dish that my girlfriend and I had were incredibly salty, waaaay too salty.  The broccolini I had was awful, like trying to cut through and chew bamboo. And the meal did not have a starch component?  Why?  Just salty chicken and bamboo-like broccolini.

They did comp the chicken, which was nice, but the food itself is not a 4 or 5 star experience.  They try hard, are very friendly and have good service, but the food is overrated.",2022-01-09 18:31:19,neg,cf
6O9rMaGxwn22EUo69QmO2w,uLg0FaTWN2mr3_rrcnoqTw,"Dropped in here for my spouse to grab a quick bite & maybe a little dessert.  While our waitress was very personable and polite, the food was simply basic and the portions were gigantic.  We ordered a simple pasta dish and a side of vegetables.  The pasta dish was enough to feed a family of four and the side veggies were way over cooked. The dessert we ordered, a berry apple tart, looked and tasted like it had been sitting for too long and was gooey and slimy in the center.  Perhaps we were there on an off night.  With so many other options, I'm not sure we'd eat here again.",2022-01-01 17:29:45,neg,cf
_0tXy8BVZhSR4q5nMvyHNg,ksn089lztcr9YI7q9-pJrw,"Located in the cutest historic village in Chester County. The building is beautiful along with everything about this restaurant. Nice outdoor seating area that overlooking the wooded area. Food, drinks & service are always good.  Wide variety of food options. 
Check out this town while you are there.",2022-01-16 17:22:45,pos,cf
hU5PJIA21nqyq5uDiF05OA,1rC8U1kWIlgkJ33h_MrRpg,"We went in search of Lucy Parlange, the folk inside helped us find her family grave, it took a little while but they did not give up.  Close to Miss Lucy we found Ann and Stan Rice and PT Beauregard.  This is a fantastic cemetery, it is hard to find the way in and took some perseverance.  You can walk around and marvel at the statues and tombs and wonder if you can secure a plot for yourself.",2022-01-02 20:07:07,pos,cf
lQ51dgdh79xfxlkAEzDZ2w,tn1IHhBn5TI4gqSVCbG5fw,"We were celebrating at First Night St Pete and this place looked inviting.   The inside was very crowded and we preferred outside anyway so we easily had a table for 4.   

Our server was very sweet and brought us all water while we looked at the wine list.    We settled on a bottle of a Pinot Noir.   She brought the bottle, the glasses and a decanter for us.    Pinot's are all so different and this one was just ok.    

We liked the atmosphere and would return and try something else.

The very funky thing is the restroom.   You feel like you are walking into the kitchen.   They must have had to make great use of space.",2022-01-01 11:55:13,pos,cf
9kPKk90dJ69GIrvEm28_Lg,4hK8-YsFE-AEHgrouqHT3Q,Sad to say been in my home almost 6 years the house appeared to be nice until about a year or two living in the home called for repairs and got things patched up and not properly fixed have ahad a major mice entering the home for awhile now was told it was my problem water problems gas problems and all the help and answers i got was why do me and children still live in the home unhealthy living conditions that should be reported even have a lot of mold in the home. Worst and most horrible renters in my life,2022-01-11 9:52:08,neg,cf
qJr2Tpv15ABV1xDi4dM8Jg,cGWhF0eEogy0DKPwCU9TtA,Server was not very friendly. Ordered extra protein (chicken) with my entree. Friend did not in his. We had the same amount of protien. Server seemed inconvenienced when we ordered desert. Food was good.,2022-01-18 4:34:39,neg,cf
S5ozdVtTokfo7vdlsq22-A,i7DJZIT5SR25jaeTFUJK8g,The best pain free experience by a dentist and dental hygienist. The staff are friendly all the time. I highly recommend this dentist. Michelle T,2022-01-13 20:35:31,pos,cf
jpfgRBZ9yImfgPaU-zRybQ,4r4B36aNolZKmMi8yZzUww,"Patriots stay away. 

Dr. Jermey is a weak man that abuses his power to fire stellar employees that are medically exempt from the forced vaccine for COVID-19. He was so weak that he couldn't outright ask his employees their status- upon basically harassing and finding out he immediately terminated an elderly naturopathic doctor and the massage therapist that had him implement any sort of protocol to the office in the first place as he was never complaint from the beginning. All of the sudden he went full in talked down and degraded these women due to his very one sided stuck thinking. Do your research, sorry but you're wrong...

Stay away from this place. The owner is unsure of himself and doesn't know how to run a business. The employee turnover rate is rapid and they will spam you with poorly created emails and Groupon deals begging for your business. . 

I'll be recommending the DOH and other authorities to check in on these two offices there are some shady practices and they are not accurately following any of the ridiculous and ever changing CDC protocol.",2022-01-08 11:34:25, neg,LM
XL944wztblJTOwcY9XnSHg,C9P9ViQhBqPhxlJFfy-ibw,Marcus was so helpful I think he set a record for changing a flat,2022-01-16 16:06:47, pos,LM
9riF4Grz1k_q7UFrQvpXlA,f9Oemv5FsqjcDwDDz1P3_Q,Cozy spot for am evening drink after ice skating. The drinks were scrumptious ordered the spiked hot cider and spiked butterscotch hot chocolate. The hot chocolate was decadent and rich whole the cider was warm and apple flavor. Nice spot with great servers,2022-01-17 19:03:19, pos,LM
wnd_xWdBDlTl_uQPy68ZuA,4TqfdroNe4CqKAn-b4uUIA,"Houses are generally people's greatest purchase. It's take decades to pay off, and physical protects you. It's a basic need of safety for yourself and your family.

Roofers have a challenging job, but integrity and reliability are absolutely important. If you can trust someone to do a good job on your roof of your house, then that creates other issues soon after.",2022-01-07 13:10:50, pos,LM
FYerUufKUhYEgwWFL9C7cw,3PA4Hc6G7ON6i_lyTpNf9Q,"Peppermint Mocha and Chocolate Strawberry Pastry with the wife! What a perfect treat and day! Thank
You Presta",2022-01-08 18:17:29, pos,LM
0tRum69O-JlIRS4zVtlyBg,R3DESXMFV7La3qaAikuQ4g,Took two pairs of shoes and a pair of boots and today and to my surprise they turned out same day service. I am very happy with the product as well as the friendly staff. This was a good experience.,2022-01-17 19:45:41, pos,LM
to63tSOP213QaC9-RxpTAQ,o644e8y0gqcrjhX_l-HY8w,"Fantastic service, I would recommend this place hands down. They are able to do whatever your heart desires. They are super friendly and they try to make sure you are happy with what you got.",2022-01-08 23:40:56, pos,LM
CdHMWIo61yqdwSV0LCap2Q,6yUsh2qN22eaLYV3OlS7ZQ,This place is the best kept secret!  The food is so good.  The staff works with you so you get excatly what you need.  Big orders or little orders you are treated the same with great service and even better food!  The kabobs are my favorite beef or chicken they are always delicious.  The smoothies are big and fruity!  The pita chips with hummas was so good we ran out fast when I took it to the office.  Fries are seasoned and everything comes out hot and ready.  But the saffron rice is absolutely my favorite! Any questions ask they are so helpful!  We will be back as an office and I will be back as an individual...  Great food!,2022-01-18 17:45:05, pos,LM
ICTJntJ6LSMw23vi_IKZGg,RTJiMomkeeDi5LZn0GhxQA,"Stopped by for a solo brunch.  Had the Eggs Ponchartrain and a Bottomless Mimosa.  

The eggs were good, a little watery from the spinach, but Hollandaise sauce fixes everything!  The Mimosas really are bottomless.  I think I had five; I'm surprised I could walk out afterwards.  Good thing my hotel was close and I could go back and nap by the pool to sober up.",2022-01-14 20:44:12, pos,LM
wzYSvusZuJz8xFI2yoqzrw,UboXRwy2UBVH91pAwHiK_w,"We had our New Years Eve dinner here last night, and everything was exceptional as always.  James was our server and I think I will always ask to be in his section...great, attentive service without being overbearing.  I had the BBQ meatloaf at James' suggestion and it was PHENOMENAL!  Other mbers of our party had the Mahi Mahi, and raved about the sauce.  Every time I have ever eaten here in the past decade, it has never disappointed!",2022-01-02 00:26:02, pos,LM
7zte3L0bc7YU8_UdgxLcAA,eiaa4Giul1y4FUKQYxpS2g,This cemetery is not kept well. The upkeep and follow up is very poor. We waited over a year to have them fix my aunt's grave. They left it rocky and never planted grass seed. After several requests they ultimately fixed it. In September my uncle was buried. The grave area is a total mess. Nothing was done to level the dirt. It is obviously never attended to. When arriving to the cemetery the fence is a complete disgrace. I believe the fence needs replacement. It is rusty and in poor condition. The least they could do is paint the fence.,2022-01-10 01:59:25, neg,LM
SU8TlGw1eYRH7Igt3Uk_8A,I9DCtzUgR4gamBFMVsdY8g,"Don't judge a book by it's cover! This place is awesome. I order from capital beer at least 3x a month and Have never been disappointed. The food is excellent, quick service, always hot and fresh, great portions, inexpensive. If you're in the area, don't any other Chinese!!! Love you capital beer!!!",2022-01-02 16:20:56, pos,LM
4CXPRcEXt2BTynU6mPemGQ,O7SHAXv9fKObtc94B0CTmQ,"This is such a fun community event in Meridian Kessler!  For a fundraiser, the food and drink options are surprisingly well-priced.  There is no admission fee.  

Live music, beignets, wine, what more could you look for?  I was surprised by just how many food options there were--there should be something for all the people in your group! The ticket system makes it really efficient to buy your food/drinks.  You'll buy your food/drink tickets in batches at specific stands which you use for the vendors.   

It is definitely a CROWDED event. Plan on parking a few blocks away. If you go later in the day, all the tables will already be claimed since many people literally will spend the whole day here.  Maybe bring a lawn chair for back-up seating! 

Bonus Tip: While you are in Meridian Kessler, be sure to take a walk around to checkout the unique architecture in the neighborhood. From itty-bitty bungalows, Tudors, Colonial, and more there is so much to take a peak at.  

Bonus-bonus tip:  You can take the redline to the 42nd/College stop!  Also, this festival is just five blocks off the Monon, so feel free to bike it in too!",2022-01-15 16:03:12, pos,LM
3j3s0sn-rDuXvce3atN9sw,CG_NAd2OggmVEQjFOYsuTA,"I usually like to eat in places that are not mainstream, in the hopes that I can find some jewels. Today I was in for American Food so I tried a Cali burger at Martha's.

It was delicious!! At Martha's, you are looking at a healthy hamburger family oriented place, with excellent service and even better prices!

I wish it was closer to my house... 

Jessie",2022-01-08 20:45:39, pos,LM
_1EDZqawclhlz7InGJ8-_g,RX14pCbmXIt08JWKuOCltg,This place would not see my 6yo son because he did not  have a mask. They did not provide masks and wanted me to drive around to different places to purchase a mask just to be seen for a quick physical. DO NOT RECOMMEND.,2022-01-11 22:53:03, neg,LM
7c0OhCvUADjFYJD5X4of3A,_-y80XtqB8fDyFtXo1mD6Q,"This is a great museum off Jackson Square (actually overlooking it - it's a great place to cool off inside and people watch from above). It takes you through the history of NOLA and the surrounding area, with special exhibits to artists in the area. When I last went, they had a display of a local furniture maker and one for a photographer who captured a lot of otherwise undocumented history. The gift shop inside is lacking, but the history and displays more than make up for it.",2022-01-14 16:47:36, pos,LM
1I-BRJbGl7cUXQdIhh_LQA,J2yUdxRA0FuQFsky-UF1ug,"I left a complaint on the customer service support line, but it has been almost three months with no response, so I thought I'd share my thoughts here. 

I had an oil change done on my Tacoma. The oil change lasted roughly 32minutes. In addition, the young man who did the oil change seemed to have left the skid plate loose to the point where I heard it rattling while driving on the highway. When I got home, I found the skid plate uneven. It appears that instead of threading on the screws by hand and then tightening them onto the skid plate instead he just jammed the screws in, damaging the thread. This seems like a minor issue, but now I'm thinking about what else could have been done wrong.

I'd rather take 30minutes and have the job done right and at a lower price than 30minutes and have to deal with this inconvenience.

BOTTOM LINE: 
Avoid if you drive a Tacoma. 

 I now see myself doing my oil changes to prevent things like this from happening in the future.",2022-01-16 21:35:05, neg,LM
zoAr9gVJcbr63KqO5HDT3g,sNP0PovNW1RQnfDQogOuVQ,! Went with friends for the game and blown away by the delicious mules - best we ever had! Had a great server Karl - appreciated his patience with us!,2022-01-18 01:20:34, pos,LM
mR9MD9THlJEFbj8BWSNRdw,v3LtBbuCX4seLCOLnk1U0Q,"Christine is an amazing hairstylist! She's been cutting and styling my hair for well over a decade now; she even did a beautiful up-do for my wedding. I have followed her to several different salons and was thrilled when she and her partners opened their own--Sage Hair Collective. All of the stylists here are skilled and dedicated to their craft. Christine is great about listening to what you want and working with you to give you a style that will compliment your face, work with your hair texture, and fit your lifestyle. And she does amazing blowouts and up-dos, too! 

The salon is absolutely gorgeous, too. It's very chic, but also very welcoming and comfortable--lots of natural light and greenery that makes you feel relaxed during your time there. Definitely recommend!!",2022-01-12 19:18:00, pos,LM
OYuFvQskbq7NtIeaCY_uwQ,Zx7n8mdt8OzLRXVzolXNhQ,"Food: 4.5/5 I got the shashuka, ricotta and honey toast, scramble egg, and protein bowl. Everything was tasty and good portion. The price was a little high, though. 

Services: 5/5 my waitress was very attentive 

Ambience: 5/5 Super chic place with a lot of seatings and natural light. I",2022-01-13 00:12:50, pos,LM
XUeXPZG2ZtqEeP3J936TQA,KHQXmUFiAD0FHvrMSakJBA,"Came here on a weeknight, they allowed us to choose if we wanted to sit inside or in the outside heated tent. We sat outside and it was cozy and secluded which was amazing. The crab cakes and oysters were the best out of the four things we ordered. They have a great happy hour, definitely recommend the chicken platter and mushroom flatbread. Will definitely be back when we are in Philly again!",2022-01-09 19:03:24, pos,LM
byjonpE2bjOnYFNJ4DlHLQ,Bj7DL3SwmYHZYqPduAsa2w,"Had the roast beef po-boy.  My oh my was it good.  Nothing fancy here, just great food.  Staff is terrific and friendly.  Will definitely make this a stop each time I'm in New Orleans.",2022-01-03 17:26:35, pos,LM
AhZHHXu-f46v4zcv6G-9WA,dG-gZOWzn8iO1Rvv_fbXxA,I love coming here whether it's for food or drinks. The staff is typically friendly; last time I was there the bartender was super engaging. The aesthetic is also pleasing. I'm never waiting long.,2022-01-07 16:11:22, pos,LM
rKaxip9dT_ayW4T_OXFUqQ,_LoYXMFxkbmrpAP74d81Dw,"Went in because we were both dying of hunger. Ordered two wraps and a smoothie, took almost 20 minutes to get them. Asked for napkins, was ignored. Wraps were poorly made, with the hummus veggie wrap containing no hummus and half a slice of tomato. Overall, understaffed and the only half decent thing was the smoothie.",2022-01-01 00:10:16, neg,LM
review_id,business_id,text,date,sentiment,reviews-MR
SCs1OecpRo8E67W-keObJw,CgiwCrXs3Ggu9eKFPIgjtA,"Hubbz had NY strip and it was wonderful. Thick generous portion. I had the coconut crusted mahi - it was topped with mango chutney, so a bit of a sweeter - but delicious- presentation. We each had a couple Key Lime martinis - they we sooo good. Great service too!",1/12/22 1:09,pos,reviews-MR
IEYw7yrjy6sIDhVjh8sCjw,KzzGpjfUs3DGkNGi46yoeA,I got here at 6:02pm on a Sunday and it was already closed and no one could help. The hours of operation should be adjusted.,1/17/22 2:04,neg,reviews-MR
XW6BU6Y5ULACzf_DU9C2sw,ta0D02-YVpTJ5gzMAUMBTQ,"Uhm not so sure about this place. I've been only one times before. Long before Covid. I know that has changed A LOT of things in the restaurant/business world. Hubby brought me here on a Monday as the sign said open. As noted it's a bit of a strange location, but the interior really is beautiful.  I think we got there about 3:30 and walked in to the place all to ourselves.  Nobody was behind the bar, we kind of saw half of someone lingering in the back. About 6-7 minutes of just sitting there (also got uninterrupted pictures of the place so that was cool) a lady walked out and asked if she could help us.  It was the most unwelcome greeting I've had in a long time. I asked if they had butterscotch schnapps as that is what I was craving, they do not so I just ordered a white Russian as a martini.  My husband ordered a Shirley temple as he is not a big drinker. She like half laughed/scoffed at him in the rudest way when he ordered that. I was pretty angry when she did that and felt like leaving right then and there. Not to mention sounded like she had been coughing in the back room before coming out. 

However she then ended up asking me if I would like vanilla vodka in my drink and I said yes. I thought that was nice she asked.  She made our drinks and we ordered a pepperoni flat bread.  Seems she may have been the only worker as she went in the back and stayed there, all the while coughing more which really stressed me out. Wondering if she was tainting our food honestly, hate to think like that but the vibe we got was not good. 

While drinking my drink it was okay I kind of didn't like it but it was drinkable, I noted to my husband that it tasted a little too much like a coffee espresso drink and that I had never had a White Russian that tasted like that - maybe the vanilla vodka had thrown it off.  Of note, I do not drink coffee I don't like it.  The pizza then came out looking delicious, And it was. It was very very good with lots of pepperoni that had a great kick to it.  Once we finished that we were ready to go. Nobody else had come in yet and it was just very awkward.  She warmed up s bit knowing we were leaving and asked how my drink was, I said it was good - she pulled out a bottle and said ""I used this instead of kahlua"" - it was espresso liquor.  It was strange to me that she asked if vanilla vodka was ok but didn't ask if his espresso liquor was ok. I would have said no to that. Cry face. 

Anyhow I think she was happy to see us go and we were happy to go.  The reason for 3 stars is the flatbread and the atmosphere/decor. Seems like it could be an amazing place, we may try it on a weekend night instead of when nobody else is there but I also was pretty turned off by the whole experience, however again i do know things are weird. I'm not sure if that was the owner we encountered. I came upon a review about a year ago that touched on same thing as me, a very unwelcoming feeling. Very strange as that initial interaction set the tone, would have been nice if she had come out introduced Herself and acted like she cared. :(",1/19/22 4:29,neg,reviews-MR
Y-rjdjtU-Q_XO4dNGLXWCg,EBNnt8PzxWxjbTk4qXCeMg,"My dad and I came here about half and hour before close but they still had all flavors available. The staff were nice and willing to answer any questions we had since it was our first time there. They had a ton of flavors to choose from (my dad and i both got Oreo in a waffle cone). The ice cream did NOT disappoint. If you need a sweet treat, definitely come check this place out.",1/11/22 21:17,pos,reviews-MR
c4M9Wx29BiEXdHjSxRIFJw,XRkkeKwTq08ufxFfFZnAkA,"Made reservation for New Year's Eve. When arrived, entire empty table away from front door and cold draft was not offered as seating. We were seated directly in front of door, temperatures outside were below 32-degrees Fahrenheit. Asked to be seated away from door but were denied by host. Food wasn't that great, but we were hungry. Service, except for poor table option, was good. Disappointing.",1/7/22 14:10,neg,reviews-MR
UIY1wjtoaZdNPfFFWEdAsg,hodLyDkWXAosXLSTKDL06Q,"We had the pork vindaloo and butter chicken along with the chicken pakora, naan and rice. The naan was so light and fluffy. So fresh-- the best we've ever had!! The pork vindaloo was bursting with flavor. The chicken pakora was recommended by our waiter and was really good!! The butter chicken was full of chunks of chicken and was super creamy. It wasn't the best we've had, but it was good. The only server was busting his butt! Definitely recommend this place!",1/16/22 2:21,pos,reviews-MR
bk2-d3G2hx56jIJ_jMZpmw,oVr68YLI0PMSkEc_SHMkFA,"The server was fantastic in the lounge. She was attentive and anticipated our needs. The sushi, however needed a lot of work. It was mediocre. Definitely not recommended for real sushi eaters. I got the Clayton, Alaska, and California. All were just OK. I wish they had more authentic sushi. 

Overall I'm a fan of the service but would not eat in the lounge again.",1/9/22 15:18,pos,reviews-MR
2rK-ztmWEbQ_N-Vh8YmBfw,tVELQMCI0485CPvgtTlMDA,Let me start by saying that I love Duck Donuts.  The reason for poor rating was the staff.  Not that they were not friendly but every girl working there appeared that they rolled out of bed and straight to work.  5 girls were working the morning of 1/8 and they all looked like they combed hair with a blender.  Their hair was so messy and hanging in their faces.  One girl making a milkshake kept pushing hair out of her face so she could see.  I am sure people had hair on donuts.   Come on management!   This is disgusting.,1/9/22 0:06,neg,reviews-MR
