review_id,business_id,text,date
EFWj1dLCVOVBAzZb8wlxxg,ijZP_SZg8DJKYwAMjz-xSg,"I have two dogs, Isabelle and Willy. On January 4th I made a grooming appointment for Willy for January 6th and Isabelle on the 10th. On January 5th I confirmed it. Shortly thereafter, I received a phone call from Jamie the assistant store manager cancelling my appointment. I asked about rescheduling him for this Friday (7th), she told me she could not do that because she wasn't in grooming and she did not know if they had availability. I asked her several questions - even asked if they could fit Willy into the schedule with Isabelle. She kept arguing with me. I asked to speak to the grooming manager - she wasn't there. Eventually Jamie hung up on me after we had a back and forth about the pandemic, and being shortstaffed. I am very tired of hearing this and I expressed this. To which point, she said ""well sure the pandemic is all my fault!"" and hung up on me. I called back and asked for the District Manager information. The guy that answered transferred me BACK to Jamie where we had another conversation, I told her if she hung up on me again, I would come to the store and talk to her in person (meaning I would go to the store and TALK to her in person). During this call, she suggested I apply for a grooming position. I suggested she transfer to grooming. We also moved Willy's appointment for the 6th to Isabelle's appointment for the 10th. Today I called and spoke to Carol the grooming manager, who informed me that since it is now a conflict between me and Jamie (her claiming I threatened her), I can't bring my dogs in until its resolved. That's awesome customer service right there. I am still waiting for this district manager to call me. I am very upset, I have been bringing my dogs to PETCO FOR YEARS, I spend a lot of money at this store. I just needed my dogs to be groomed. Note that this is not the first time that they have just been unilaterally cancelled due to this store's lack of staff.",2022-01-07 14:09:16
SyHwttdbiip2UyyRdU6OFg,Gb5nFcTgOBWeMrmCIbxqJA,Michelle was our server and she was so attentive to us and our 15 month old son. Food was spectacular. Definitely a must stop place when you're here in Reno,2022-01-11 19:10:17
Rjs16dBbIOAPXnMhIZSLhg,ngheCBHQblFSxrtsjLRnyA,I moved to Land O Lakes about a year ago and always wanted to try In The Loop Brewing. Safe to say it's the best bar I've been to in the area to date. I love that there is outside seating and plenty of places to hang out with people. The beer section was small but had beers I liked. The Tropical Hazy IPA was delicious and I loved it. Would have liked more IPAs to choose from but was happy with all I ordered. I even tried the sour which was good too. I will definitely be back and may even turn into my local hang out with friends.,2022-01-01 20:47:47
oVnIBkw55Ge3B-7ccCH3Ww,iEC0VzHM2hQ13wM7c0QwgQ,"Service was great, but the food was meh. I ordered the Western omelette and the onion and peppers were kind of raw. The pancakes my partner ordered upset both of our stomachs (either that or it was the water). Utensils were also a little dirty. Standard diner with room for improvement. The server was wearing a face mask the entire time, and the booths are distanced/separated, which we appreciated",2022-01-03 08:50:20
qcn3HRFDFLJuIPffoUuv6g,l4IeGBHXV2E8S8COd9rx9A,"Great place for seafood!  We got the boil bucket for 2.  Free hush puppies with meal.  The crab was a tad overcooked, but they replaced it.  Waitress was attentive and food was tasty!",2022-01-07 14:10:26
WBb0kaM7zuaZ20Ho92yIqA,JJBLzh26iiU7ZHeIEO6-hg,"where do iI start? the condition of the ice was horrible. it was hard to skate and didn't feel safe, forget fun. the bathrooms were absolutely disgusting. the fire in the fire pit was practically nonexistent---I overheard a customer ask an employee if she could tend it for them. when i approached an employee about resurfacing ice, she said they were really busy...taking more people's money, that is. but what about the experience of the customers who already paid you (and in our case, was even paying a babysitter to be there)?! so lousy. mental note to self, never come to this rink again.",2022-01-17 01:15:37
TChqW_vZ1O7U89P81560Fg,mpf3x-BjTdTEA3yCZrAYPw,"Went today with a bunch of Amazon returns. Aaron was super helpful and polite, very patient. Overall just a nice guy who didn't make me feel like a loser for returning eight different slips I bought on Amazon and ended up not wanting. I'll definitely be coming here for all my future returns. Godspeed.",2022-01-19 18:57:45
jpfgRBZ9yImfgPaU-zRybQ,4r4B36aNolZKmMi8yZzUww,"Patriots stay away. 

Dr. Jermey is a weak man that abuses his power to fire stellar employees that are medically exempt from the forced vaccine for COVID-19. He was so weak that he couldn't outright ask his employees their status- upon basically harassing and finding out he immediately terminated an elderly naturopathic doctor and the massage therapist that had him implement any sort of protocol to the office in the first place as he was never complaint from the beginning. All of the sudden he went full in talked down and degraded these women due to his very one sided stuck thinking. Do your research, sorry but you're wrong...

Stay away from this place. The owner is unsure of himself and doesn't know how to run a business. The employee turnover rate is rapid and they will spam you with poorly created emails and Groupon deals begging for your business. . 

I'll be recommending the DOH and other authorities to check in on these two offices there are some shady practices and they are not accurately following any of the ridiculous and ever changing CDC protocol.",2022-01-08 11:34:25
XL944wztblJTOwcY9XnSHg,C9P9ViQhBqPhxlJFfy-ibw,Marcus was so helpful I think he set a record for changing a flat,2022-01-16 16:06:47
9riF4Grz1k_q7UFrQvpXlA,f9Oemv5FsqjcDwDDz1P3_Q,Cozy spot for am evening drink after ice skating. The drinks were scrumptious ordered the spiked hot cider and spiked butterscotch hot chocolate. The hot chocolate was decadent and rich whole the cider was warm and apple flavor. Nice spot with great servers,2022-01-17 19:03:19
wnd_xWdBDlTl_uQPy68ZuA,4TqfdroNe4CqKAn-b4uUIA,"Houses are generally people's greatest purchase. It's take decades to pay off, and physical protects you. It's a basic need of safety for yourself and your family. 

Roofers have a challenging job, but integrity and reliability are absolutely important. If you can trust someone to do a good job on your roof of your house, then that creates other issues soon after.",2022-01-07 13:10:50
FYerUufKUhYEgwWFL9C7cw,3PA4Hc6G7ON6i_lyTpNf9Q,"Peppermint Mocha and Chocolate Strawberry Pastry with the wife! What a perfect treat and day! Thank
You Presta",2022-01-08 18:17:29
0tRum69O-JlIRS4zVtlyBg,R3DESXMFV7La3qaAikuQ4g,Took two pairs of shoes and a pair of boots and today and to my surprise they turned out same day service. I am very happy with the product as well as the friendly staff. This was a good experience.,2022-01-17 19:45:41
to63tSOP213QaC9-RxpTAQ,o644e8y0gqcrjhX_l-HY8w,"Fantastic service, I would recommend this place hands down. They are able to do whatever your heart desires. They are super friendly and they try to make sure you are happy with what you got.",2022-01-08 23:40:56
CdHMWIo61yqdwSV0LCap2Q,6yUsh2qN22eaLYV3OlS7ZQ,This place is the best kept secret!  The food is so good.  The staff works with you so you get excatly what you need.  Big orders or little orders you are treated the same with great service and even better food!  The kabobs are my favorite beef or chicken they are always delicious.  The smoothies are big and fruity!  The pita chips with hummas was so good we ran out fast when I took it to the office.  Fries are seasoned and everything comes out hot and ready.  But the saffron rice is absolutely my favorite! Any questions ask they are so helpful!  We will be back as an office and I will be back as an individual...  Great food!,2022-01-18 17:45:05
ICTJntJ6LSMw23vi_IKZGg,RTJiMomkeeDi5LZn0GhxQA,"Stopped by for a solo brunch.  Had the Eggs Ponchartrain and a Bottomless Mimosa.  

The eggs were good, a little watery from the spinach, but Hollandaise sauce fixes everything!  The Mimosas really are bottomless.  I think I had five; I'm surprised I could walk out afterwards.  Good thing my hotel was close and I could go back and nap by the pool to sober up.",2022-01-14 20:44:12
wzYSvusZuJz8xFI2yoqzrw,UboXRwy2UBVH91pAwHiK_w,"We had our New Years Eve dinner here last night, and everything was exceptional as always.  James was our server and I think I will always ask to be in his section...great, attentive service without being overbearing.  I had the BBQ meatloaf at James' suggestion and it was PHENOMENAL!  Other mbers of our party had the Mahi Mahi, and raved about the sauce.  Every time I have ever eaten here in the past decade, it has never disappointed!",2022-01-02 00:26:02
7zte3L0bc7YU8_UdgxLcAA,eiaa4Giul1y4FUKQYxpS2g,This cemetery is not kept well. The upkeep and follow up is very poor. We waited over a year to have them fix my aunt's grave. They left it rocky and never planted grass seed. After several requests they ultimately fixed it. In September my uncle was buried. The grave area is a total mess. Nothing was done to level the dirt. It is obviously never attended to. When arriving to the cemetery the fence is a complete disgrace. I believe the fence needs replacement. It is rusty and in poor condition. The least they could do is paint the fence.,2022-01-10 01:59:25
SU8TlGw1eYRH7Igt3Uk_8A,I9DCtzUgR4gamBFMVsdY8g,"Don't judge a book by it's cover! This place is awesome. I order from capital beer at least 3x a month and Have never been disappointed. The food is excellent, quick service, always hot and fresh, great portions, inexpensive. If you're in the area, don't any other Chinese!!! Love you capital beer!!!",2022-01-02 16:20:56
4CXPRcEXt2BTynU6mPemGQ,O7SHAXv9fKObtc94B0CTmQ,"This is such a fun community event in Meridian Kessler!  For a fundraiser, the food and drink options are surprisingly well-priced.  There is no admission fee.  

Live music, beignets, wine, what more could you look for?  I was surprised by just how many food options there were--there should be something for all the people in your group! The ticket system makes it really efficient to buy your food/drinks.  You'll buy your food/drink tickets in batches at specific stands which you use for the vendors.   

It is definitely a CROWDED event. Plan on parking a few blocks away. If you go later in the day, all the tables will already be claimed since many people literally will spend the whole day here.  Maybe bring a lawn chair for back-up seating! 

Bonus Tip: While you are in Meridian Kessler, be sure to take a walk around to checkout the unique architecture in the neighborhood. From itty-bitty bungalows, Tudors, Colonial, and more there is so much to take a peak at.  

Bonus-bonus tip:  You can take the redline to the 42nd/College stop!  Also, this festival is just five blocks off the Monon, so feel free to bike it in too!",2022-01-15 16:03:12
3j3s0sn-rDuXvce3atN9sw,CG_NAd2OggmVEQjFOYsuTA,"I usually like to eat in places that are not mainstream, in the hopes that I can find some jewels. Today I was in for American Food so I tried a Cali burger at Martha's.

It was delicious!! At Martha's, you are looking at a healthy hamburger family oriented place, with excellent service and even better prices!

I wish it was closer to my house... 

Jessie",2022-01-08 20:45:39
_1EDZqawclhlz7InGJ8-_g,RX14pCbmXIt08JWKuOCltg,This place would not see my 6yo son because he did not  have a mask. They did not provide masks and wanted me to drive around to different places to purchase a mask just to be seen for a quick physical. DO NOT RECOMMEND.,2022-01-11 22:53:03
7c0OhCvUADjFYJD5X4of3A,_-y80XtqB8fDyFtXo1mD6Q,"This is a great museum off Jackson Square (actually overlooking it - it's a great place to cool off inside and people watch from above). It takes you through the history of NOLA and the surrounding area, with special exhibits to artists in the area. When I last went, they had a display of a local furniture maker and one for a photographer who captured a lot of otherwise undocumented history. The gift shop inside is lacking, but the history and displays more than make up for it.",2022-01-14 16:47:36
1I-BRJbGl7cUXQdIhh_LQA,J2yUdxRA0FuQFsky-UF1ug,"I left a complaint on the customer service support line, but it has been almost three months with no response, so I thought I'd share my thoughts here. 

I had an oil change done on my Tacoma. The oil change lasted roughly 32minutes. In addition, the young man who did the oil change seemed to have left the skid plate loose to the point where I heard it rattling while driving on the highway. When I got home, I found the skid plate uneven. It appears that instead of threading on the screws by hand and then tightening them onto the skid plate instead he just jammed the screws in, damaging the thread. This seems like a minor issue, but now I'm thinking about what else could have been done wrong.

I'd rather take 30minutes and have the job done right and at a lower price than 30minutes and have to deal with this inconvenience.

BOTTOM LINE: 
Avoid if you drive a Tacoma. 

 I now see myself doing my oil changes to prevent things like this from happening in the future.",2022-01-16 21:35:05
zoAr9gVJcbr63KqO5HDT3g,sNP0PovNW1RQnfDQogOuVQ,! Went with friends for the game and blown away by the delicious mules - best we ever had! Had a great server Karl - appreciated his patience with us!,2022-01-18 01:20:34
mR9MD9THlJEFbj8BWSNRdw,v3LtBbuCX4seLCOLnk1U0Q,"Christine is an amazing hairstylist! She's been cutting and styling my hair for well over a decade now; she even did a beautiful up-do for my wedding. I have followed her to several different salons and was thrilled when she and her partners opened their own--Sage Hair Collective. All of the stylists here are skilled and dedicated to their craft. Christine is great about listening to what you want and working with you to give you a style that will compliment your face, work with your hair texture, and fit your lifestyle. And she does amazing blowouts and up-dos, too! 

The salon is absolutely gorgeous, too. It's very chic, but also very welcoming and comfortable--lots of natural light and greenery that makes you feel relaxed during your time there. Definitely recommend!!",2022-01-12 19:18:00
OYuFvQskbq7NtIeaCY_uwQ,Zx7n8mdt8OzLRXVzolXNhQ,"Food: 4.5/5 I got the shashuka, ricotta and honey toast, scramble egg, and protein bowl. Everything was tasty and good portion. The price was a little high, though. 

Services: 5/5 my waitress was very attentive 

Ambience: 5/5 Super chic place with a lot of seatings and natural light. I",2022-01-13 00:12:50
XUeXPZG2ZtqEeP3J936TQA,KHQXmUFiAD0FHvrMSakJBA,"Came here on a weeknight, they allowed us to choose if we wanted to sit inside or in the outside heated tent. We sat outside and it was cozy and secluded which was amazing. The crab cakes and oysters were the best out of the four things we ordered. They have a great happy hour, definitely recommend the chicken platter and mushroom flatbread. Will definitely be back when we are in Philly again!",2022-01-09 19:03:24
byjonpE2bjOnYFNJ4DlHLQ,Bj7DL3SwmYHZYqPduAsa2w,"Had the roast beef po-boy.  My oh my was it good.  Nothing fancy here, just great food.  Staff is terrific and friendly.  Will definitely make this a stop each time I'm in New Orleans.",2022-01-03 17:26:35
AhZHHXu-f46v4zcv6G-9WA,dG-gZOWzn8iO1Rvv_fbXxA,I love coming here whether it's for food or drinks. The staff is typically friendly; last time I was there the bartender was super engaging. The aesthetic is also pleasing. I'm never waiting long.,2022-01-07 16:11:22
rKaxip9dT_ayW4T_OXFUqQ,_LoYXMFxkbmrpAP74d81Dw,"Went in because we were both dying of hunger. Ordered two wraps and a smoothie, took almost 20 minutes to get them. Asked for napkins, was ignored. Wraps were poorly made, with the hummus veggie wrap containing no hummus and half a slice of tomato. Overall, understaffed and the only half decent thing was the smoothie.",2022-01-01 00:10:16
4wmF-KPU8Tbb5XC7pCiqFA,KhKcgF3zi6J_M6HBzkFkLg,"I'm going to preface this by saying as a vegetarian - I would not recommend this place for dinner. However, it is great for brunch especially on the weekend when there is live music - the atmosphere can't be beat. The omelet, French toast, and beignets are great! You definitely feel like you're in NOLA when you are there.",2022-01-12 23:27:08
v4vXTrHMxl5gC1uFJ2qazQ,p8ao29A31ijNwDXuAxQxjA,"I am Italian, I make pretty good Italian food. And Maggiano's is generally a good, consistent Italian restaurant, but this location just isn't ranking high on my list of consistent locations for the chain (the one closer to us would get a 4 for consistency and quality whereas this one just didn't hit the mark).

The staff was nice and we felt safe for the most part (as much as one can during these crazy times).",2022-01-06 17:08:52
Tuo5lSP0gI_gclhr2LpmUA,LZzDvgfpkd4nI3E4L9wF1w,"We were looking for some good mexican food, and this place was perfect.  First off the salsa that came with the chips was excellent, it was even better when we mixed it into the fresh table made guacamole.  The carne seca was very moist and delicious.  Also the chili relleno was very good.  I'd pass on the ""Original Charro Style beef tacos"", a hamburger patty in a taco did not match the quality of the other food.",2022-01-11 20:30:29
zJ9vz0nZqIxvqjb9CJW4Mw,c9vCfF7sruhLHo0Nrvr27Q,"Mangosteen  was a new restaurant for us and we have now been back twice.  We enjoyed it the first time but we were intrigued with the bartenders and the cocktails being prepared.  So the second time we sat at the bar and let Luke make us different concoctions of liquor. They were great.  He is really good and make a unique and delicious drinks.  We saw some people having a Smokey Old Fashion and I had two tequilas, one tasting of pomegranate and the other of cucumber. Both were great. For food, we had the Korean bbq tacos and they went well with the tequila.  Definitely worth a visit.",2022-01-03 00:24:27
pvyskWVfTPbeFB-ZOLjNcA,Kd0tjNzKUcdsx5-jf-ONsw,Everyone here is so caring. They treat our dogs with so much love and are always willing to answer any questions we have.,2022-01-18 15:21:45
pN4hZ9cNtHRnVWVk3ArXhQ,tWJ3DwufXIKdlLTEw7K96g,"The biryani I ordered was completely oily and tasteless. I had to throw it out there was that much oil in every bite. And I'm Indian and ordered multiple times from here before because I liked the food. I have been eating here for a while there is a significant dip in food quality. significant. The person I spoke with (male) during the evening -Took no accountability for the food and refused to take accountability for it. Incredibly rude over the phone and tried to blame door dash for the food the restaurant made. Has no basic understanding of door dash at all. this is very unprofessional and not ok. I do NOT recommend this place. try going to turmeric instead. better customer service and more accountability.  im apalled by the way im being treated as a customer. The guy I spoke with ought to be fired for his unprofessional behavior this is not the way to speak to customers. so rude, no restaurant in the area would talk/treat customers this way. If they call and politely tell you that the food wasn't good ....a  restaurant with accountability can apologize, either refund the money and/or give another menu item. If FAST FOOD places can do this, and other restaurants can do this, they can too. I've never been more aggravated before. I can't believe the sheer rudeness of the person I spoke with. Go to turmeric until this place gets proper management and frankly the quality of food up to par again. something changed.",2022-01-09 01:29:01
XTyJXagCxhiBgBpVaofkNQ,wWJhXX8lJu7p7UQYJVvc_g,Do not hire these crook. They left big holes in every wall where they installed a vent. They said it wasn't their responsibility to close them. They also said we'd be able to open and close vents but they are positioned next to the ceiling at a height we would need a ladder to reach. SLOPPY UNPROFESSIONAL WORK that cost $50K.,2022-01-12 19:04:59
3DnvfACsgkmaDRc-tNwcRg,tf-SwTeNqIDcLRMO7f6abA,Wow! Excellent food great ambiance and excellent prices! Love coming here every chance I get. I came for the potato pancakes and kielbasa. The potato pancakes are awesome great taste and not greasy. The kielbasa was cooked perfectly and the saurkraut didn't disappoint.,2022-01-09 19:06:09
429QaVxOtZnnxmtDq4XkTQ,bMMf5bjTAT8LrwhE84ZuNw,"Walked out after waiting today in a line for 15 minutes that simply wasn't moving,  as staff was making food for pickup and delivery orders instead.",2022-01-05 17:44:29
SLHPsxDJgf8cOdUybGWxvg,gkZ6iiEfnO7I2UzOHbkzrA,My boyfriend and I went to Ulysses for dinner last night and really enjoyed it. We split the poutine and the meat lovers pizza. Our waitress recommended adding the herbed ricotta which we did and it was delicious. Both items were fantastic. Our waitress was great - friendly and attentive. I also really like the ambiance of the restaurant and could see myself hanging out at the bar area. Highly recommend!,2022-01-16 14:51:27
4VBNq1kSAk2PZoF44fJ2Ug,6LH5CdxH-zQHkJfm7VIXMg,I ate there and feel in love with there  good different. Flavors how they decorated there  dishes,2022-01-18 18:45:33
u9_16Ic9j9bn4Cf-mk6lUA,Z1ZG3ydcuPT-JhSmH2wAgw,"Our whole family has taken many classes from TMCC, including our two children who are in the high school program. It is an excellent college that works hard to support its students and staff. There are a lot of resources at the college to help, and everyone is approachable. In all of our courses we've found the professors to be knowledgeable. Can't say enough good things - if you're a serious student, you'll find success here and great people to help you along the way.",2022-01-17 02:47:37
DlUUbvu44igiF_q_on1QIA,Bii6sQO2QNinBq9vdakNBg,"What a massive disappointment!!  First the good.  My wife and I arrived fifteen minutes prior to our reservation.  There were many people milling outside the entrance.  I walked in and gave them my name.  They wished me a happy anniversary (our 50th) which was a nice touch and asked us to wait outside.  Even with all of the people waiting to get in, we were called only seven minutes after our reservation.  Very impressive.  We were seated and Daniela, our server, arrived almost immediately.  She also wished us a happy anniversary and took our drink orders.  The restaurant was so cold they could have hung raw meat in the dining room to have it stay fresh but we each brought a light jacket with us for moments just like this.  So far, so good. Now on to the food.  We hit the salad bar first.  If only it tasted as good as it looked.  Most of the good tasting items were average and some were pretty awful.  My wife said the hearts of palm were inedible and the potatoes au gratin were exceptionally tasteless.  We were not going to let that get us down on our 50th plus we did not go there for salad.  Unfortunately, the meats were not much better.  Some were quite good (the flank steak and the top sirloin) and others were too well done, too salty or just plain tasteless they were inedible.  Had the Gauchos not told us, you couldn't figure out what cut of meat it was.  Being it was our anniversary, we were getting a piece of anniversary cheesecake provide by the restaurant.  My email stated it was their special ""Texas de Brazil Cheesecake"".  It turned out to be a slice of previously frozen plain cheesecake looking nothing like what was pictured on either their website or come join us for dinner emails.  They should be ashamed of that.  All in all, the only reason they get three stars is the excellent service from our server and the great cheese bread.  This was a big letdown.  There are many better Brazilian steakhouse options.  Fortunately, we left and decided to go to the Seminole Hard Rock Casino to continue celebrating and where our luck turned for the better.",2022-01-14 15:48:02
mlF0EFE9a47eMMQX12IFrw,OzrBOmgKMm-DfP0c8UiBNg,"This place is great. Always so helpful. Always have my dogs food in stock. You might expect a boutique niche retail store to jack up their pricing, but I've always found them to be in line (or even less) with other big box pet stores. Buy local!",2022-01-09 17:01:58
m5t4h0eZ9c6QuNMs4MDtHQ,mfRWNYc5wGLet9L0GGs1ig,Their draft list and signature cocktails are amazing and that's what I come for. They also have fun games outside with a cute new setup that I'm excited to try out when the warmer weather comes around.,2022-01-02 01:01:53
K8fiq2KcONFPhvssDfS_gA,0g7s_CI35bXAHo_SATlHBQ,"Italian done right! I am new to the area and was concerned about finding a ""go to"" restaurant since Italian is a family favorite. I booked reservations for NYE and was pleasantly surprised. The atmosphere I'm sure was a little louder due to the holiday and DJ. But once we got beyond that the food was nothing short of amazing. From the pepper crusted filet to the short rib risotto, each entree was a home run. The appetizers were on point. I love the bruschetta trio (one grapes saturated with honey, sounded odd but was one of favorite), I do think they should offer the traditional bruschetta as full appetizer, I think it would benefit them since its really good. The wait staff seemed a little distracted and not as attentive as one would think, theres grace since it was a holiday. Manager was very kind, stop by to check in as we were heading out and thank us for coming. This place is solid. I am looking forward to returning.",2022-01-01 15:36:38
AuWtzPMvlFR-bYSVGv4xeA,emKtu_pZ-Oij9dXra8tXYg,Horrible service. Staff is completely unhelpful and rude. Waited over 30 minutes for a table when the wait time was quoted at 15 only to be seated outside in a direct sunlight table that was open the entire time. When asked to speak with manager was told he was busy. When asked for one of the open tables inside was told we would need to go back on the waitlist at the bottom of the list.,2022-01-02 18:50:29
